事件 ID	选项 ID	类型	轨道	年龄／人物／状态前置	选择前共同事实	分支后新增事实	实际效果	延迟后果	卡牌互动	敏感表达标签	人工结论
decision_110	decision_110_choice_1	decision	finance	年龄 22—75；人物 []；门槛 {"all":[],"any":[],"none":[]}	通知到了。你先怎么确认？	先把合同和余额对一遍。让借款人出面 → 你对照签字页、还款流水和通知金额——只认有凭据的部分。书面催借款人拿出还款安排。	[{"type":"tag","target":"history","value":"finance:verified_claim"},{"type":"add","target":"agency","value":4},{"type":"addLiability","target":"finance.liabilities","value":60000,"kind":"guarantee","rate":0.06,"guaranteed":true,"bindEpisode":"guarantee_recourse"},{"type":"add","target":"finance.cash","value":-8000},{"type":"add","target":"pressures.money","value":4},{"type":"add","target":"relationships.originBond","value":-2}]	echo_110@1—3年：那封通知逼出了借款、担保和收入三笔账。；后来追偿的时候，合同、代偿回单和催收记录都接得上。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	evidence/resultVariant；准备“先把合同和余额对一遍。让借款人出面”时，眼前仍要你自己选；牌能帮的，是把日期、凭据和能复核的细节放在手边。；这次仍要由你承担后果；该留下的凭据没有缺席。 你这次走的是“先把合同和余额对一遍。让借款人出面”。	无	三代理混排复核完成；已发现项已修正
decision_110	decision_110_choice_2	decision	finance	年龄 22—75；人物 []；门槛 {"all":[],"any":[],"none":[]}	通知到了。你先怎么确认？	直接找债权人谈 → 你带着收入证明和真实的开销去谈。每期还多少、还多久、再违约怎么算——写成方案。	[{"type":"tag","target":"history","value":"finance:direct_negotiation"},{"type":"add","target":"agency","value":3},{"type":"addLiability","target":"finance.liabilities","value":80000,"kind":"guarantee","rate":0.065,"guaranteed":true,"bindEpisode":"guarantee_recourse"},{"type":"add","target":"finance.cash","value":-12000},{"type":"add","target":"pressures.money","value":5},{"type":"add","target":"relationships.originBond","value":-1}]	echo_110@2—4年：那封通知逼出了借款、担保和收入三笔账。；第一期按新方案扣了。责任没消失，但不再只靠电话口头追。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	无	无	三代理混排复核完成；已发现项已修正
decision_110	decision_110_choice_3	decision	finance	年龄 22—75；人物 []；门槛 {"all":[],"any":[],"none":[]}	通知到了。你先怎么确认？	借一笔新的。先堵上 → 你没核清担保范围，先用信用借款代偿了一部分。	[{"type":"tag","target":"history","value":"finance:new_borrowing"},{"type":"add","target":"agency","value":2},{"type":"addLiability","target":"finance.liabilities","value":120000,"kind":"guarantee","rate":0.12,"guaranteed":true,"bindEpisode":"guarantee_recourse"},{"type":"add","target":"finance.cash","value":-25000},{"type":"add","target":"pressures.money","value":10},{"type":"add","target":"relationships.originBond","value":-5}]	echo_110@3—5年：那封通知逼出了借款、担保和收入三笔账。；下个月旧债还在，新债开始计息。；效果 [{"type":"add","target":"pressures.money","value":4},{"type":"tag","target":"history","value":"echo:finance"}]	无	住房债务	三代理混排复核完成；已发现项已修正
decision_111	decision_111_choice_1	decision	finance	年龄 25—78；人物 []；门槛 {"all":[],"any":[],"none":[]}	这笔担保，最后怎么了结？	凭回单依法追偿 → 你把合同、通知和转账回单一起交上去。回款没有被当成已经到账，但责任在谁写清了。	[{"type":"tag","target":"history","value":"finance:recovered"},{"type":"add","target":"agency","value":4},{"type":"repayDebt","target":"finance.liabilities","value":50000,"scope":"episodeBound"},{"type":"add","target":"finance.cash","value":-12000},{"type":"add","target":"pressures.money","value":-5},{"type":"add","target":"relationships.originBond","value":0}]	echo_111@1—3年：担保这件事的处理，留下了追偿凭证——和一段关系的结局。；追偿申请有了案号；已经代偿的部分仍按回单继续处理。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	negotiation/resultVariant；准备“凭回单依法追偿”时，你没有急着选，先把期限、钱和各自要做的事摊开谈。；多出来的差别很具体：说出口的条件有了能核对的落点。 你这次走的是“凭回单依法追偿”。	住房债务	三代理混排复核完成；已发现项已修正
decision_111	decision_111_choice_2	decision	finance	年龄 25—78；人物 []；门槛 {"all":[],"any":[],"none":[]}	这笔担保，最后怎么了结？	签分期。按新方案慢慢还 → 你和债权人确认余额和期限。接受现在收入能撑住的分期——没找中介倒贷。	[{"type":"tag","target":"history","value":"finance:restructured"},{"type":"add","target":"agency","value":3},{"type":"restructureDebt","target":"finance.liabilities","value":1,"rate":0.045,"scope":"episodeBound"},{"type":"add","target":"finance.cash","value":-4000},{"type":"add","target":"pressures.money","value":-7},{"type":"add","target":"relationships.originBond","value":-2}]	echo_111@2—4年：担保这件事的处理，留下了追偿凭证——和一段关系的结局。；一年后余额还在下降。新的逾期没出现。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	无	住房债务	三代理混排复核完成；已发现项已修正
decision_111	decision_111_choice_3	decision	finance	年龄 25—78；人物 []；门槛 {"all":[],"any":[],"none":[]}	这笔担保，最后怎么了结？	能清的清了。人也不来往了 → 你处理了合同里该你负的那部分。也拒绝了继续帮借款人借新钱。	[{"type":"tag","target":"history","value":"finance:relationship_break"},{"type":"add","target":"agency","value":2},{"type":"repayDebt","target":"finance.liabilities","value":30000,"scope":"episodeBound"},{"type":"add","target":"finance.cash","value":-18000},{"type":"add","target":"pressures.money","value":-2},{"type":"add","target":"relationships.originBond","value":-12}]	echo_111@3—5年：担保这件事的处理，留下了追偿凭证——和一段关系的结局。；账停在结清页。关系没有恢复。；效果 [{"type":"add","target":"pressures.money","value":4},{"type":"tag","target":"history","value":"echo:finance"}]	无	住房债务	三代理混排复核完成；已发现项已修正
decision_111	decision_111_choice_4	decision	finance	年龄 25—78；人物 []；门槛 {"all":[],"any":[],"none":[]}	这笔担保，最后怎么了结？	再借一笔。先别塌 → 你又开了一笔额度保住这个月的脸面。借款人还是没稳定还。几笔债开始同时到期。	[{"type":"tag","target":"history","value":"finance:default_failure"},{"type":"add","target":"agency","value":1},{"type":"addLiability","target":"finance.liabilities","value":50000,"kind":"consumer","rate":0.12},{"type":"add","target":"finance.cash","value":-30000},{"type":"add","target":"pressures.money","value":12},{"type":"add","target":"relationships.originBond","value":-8}]	echo_111@4—6年：担保这件事的处理，留下了追偿凭证——和一段关系的结局。；担保债和新借款一起留到了以后。；效果 [{"type":"add","target":"pressures.money","value":4},{"type":"tag","target":"history","value":"echo:finance"}]	无	住房债务	三代理混排复核完成；已发现项已修正
decision_112	decision_112_choice_1	decision	finance	年龄 25—82；人物 []；门槛 {"all":[],"any":[],"none":[]}	一笔投资号称可能翻倍，销售说错过这周就没有额度。	只投小额验证 → 你只放进能承受损失的钱，拒绝追加。	[{"type":"tag","target":"history","value":"finance:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"finance.cash","value":0},{"type":"add","target":"pressures.money","value":-2}]	echo_112@1—3年：那次投资后来给了最直接的收益数字。；项目失败后损失有限，也看清了所谓保本承诺。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	riskSense/riskShift；准备“只投小额验证”时，“只投小额验证”要真的走得通，得先找出最容易留下后患的那一步。；“只投小额验证”照样有代价，不过最容易出问题的地方提前被看见了。 你这次走的是“只投小额验证”。	无	三代理混排复核完成；已发现项已修正
decision_112	decision_112_choice_2	decision	finance	年龄 25—82；人物 []；门槛 {"all":[],"any":[],"none":[]}	一笔投资号称可能翻倍，销售说错过这周就没有额度。	集中资金押上 → 你把大半存款转入，期待这次改变资产规模。	[{"type":"tag","target":"history","value":"finance:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"finance.cash","value":0},{"type":"add","target":"pressures.money","value":2}]	echo_112@2—4年：那次投资后来给了最直接的收益数字。；行情翻转时本金被套，生活备用金也一起锁住。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	无	无	三代理混排复核完成；已发现项已修正
decision_112	decision_112_choice_3	decision	finance	年龄 25—82；人物 []；门槛 {"all":[],"any":[],"none":[]}	一笔投资号称可能翻倍，销售说错过这周就没有额度。	不投，留现金 → 你关掉页面，钱仍在随时能取的账户。	[{"type":"tag","target":"history","value":"finance:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"finance.cash","value":0},{"type":"add","target":"pressures.money","value":-1}]	echo_112@3—5年：那次投资后来给了最直接的收益数字。；后来确有一波上涨，你错过收益，也没有跟着下跌。；效果 [{"type":"add","target":"pressures.money","value":4},{"type":"tag","target":"history","value":"echo:finance"}]	无	无	三代理混排复核完成；已发现项已修正
decision_113	decision_113_choice_1	decision	finance	年龄 50—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	家庭财务盘点时，账户、欠款和担保一项都不能漏。	把所有账和联系人列清 → 你逐项核对余额、利率、到期日和真实债权人，把担保另列一栏。	[{"type":"tag","target":"history","value":"finance:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"finance.cash","value":-6000},{"type":"add","target":"pressures.money","value":-3}]	echo_113@1—3年：那张债务清单后来少了几笔说不清的账。；下次调整还款顺序时，家里不再只看每月最低金额。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	evidence/resultVariant；准备“把所有账和联系人列清”时，这次多了一步准备：先把日期、凭据和能复核的细节放在手边。；结果仍不确定；该留下的凭据没有缺席。 你这次走的是“把所有账和联系人列清”。	住房债务	三代理混排复核完成；已发现项已修正
decision_113	decision_113_choice_2	decision	finance	年龄 50—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	家庭财务盘点时，账户、欠款和担保一项都不能漏。	只整理自己记得的账 → 你写下常用账户，却漏了很少登录的平台和一笔旧担保。	[{"type":"tag","target":"history","value":"finance:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"finance.cash","value":-15000},{"type":"add","target":"pressures.money","value":1}]	echo_113@2—4年：那张债务清单后来少了几笔说不清的账。；催款通知到来后，全家只好重新核对一次。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:finance"}]	无	住房债务	三代理混排复核完成；已发现项已修正
decision_113	decision_113_choice_3	decision	finance	年龄 50—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	家庭财务盘点时，账户、欠款和担保一项都不能漏。	先标出高风险债务 → 你暂停讨论资产分配，把逾期、担保和高息项目按到期日单独列出。	[{"type":"tag","target":"history","value":"finance:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"finance.cash","value":8000},{"type":"add","target":"pressures.money","value":6}]	echo_113@3—5年：那张债务清单后来少了几笔说不清的账。；下一次安排还款时，最危险的几项不再藏在总数里。；效果 [{"type":"add","target":"pressures.money","value":4},{"type":"tag","target":"history","value":"echo:finance"}]	无	住房债务	三代理混排复核完成；已发现项已修正
decision_114	decision_114_choice_1	decision	health	年龄 3—80；人物 []；门槛 {"all":[{"path":"health.status","op":"in","value":["monitoring","treating","recovering"]},{"path":"health.conditionSeverity","op":"gte","value":5}],"any":[],"none":[]}	这些检查，你打算怎么处理？	按要求完成检查和复核 → 你带齐旧报告完成检查，也把症状出现的时间逐项说清。医生据此确定下一步治疗。	[{"type":"tag","target":"history","value":"health:confirmed"},{"type":"add","target":"agency","value":4},{"type":"healthRecovery","target":"health","value":7,"resolve":false},{"type":"add","target":"health.mental","value":2},{"type":"add","target":"pressures.body","value":-3},{"type":"add","target":"finance.cash","value":-3000}]	echo_114@1—3年：那张复查单后来接上了新的记录。；后续转诊时，新旧报告能沿着同一条时间线阅读。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:health"}]	healthLiteracy/riskShift；准备“按要求完成检查和复核”时，你没有急着选，先把身体反应和该问医生的事记下来。；多出来的差别很具体：身体的信号被带进了决定里。 你这次走的是“按要求完成检查和复核”。	健康照护、职业资产	三代理混排复核完成；已发现项已修正
decision_114	decision_114_choice_2	decision	health	年龄 3—80；人物 []；门槛 {"all":[{"path":"health.status","op":"in","value":["monitoring","treating","recovering"]},{"path":"health.conditionSeverity","op":"gte","value":5}],"any":[],"none":[]}	这些检查，你打算怎么处理？	先观察，但约好明确日期 → 你把复查日期写进日历，记录症状、用药和活动变化，没有自行下诊断。	[{"type":"tag","target":"history","value":"health:scheduled_review"},{"type":"add","target":"agency","value":3},{"type":"healthRecovery","target":"health","value":5,"resolve":false},{"type":"add","target":"health.mental","value":1},{"type":"add","target":"pressures.body","value":-1},{"type":"add","target":"finance.cash","value":-1000}]	echo_114@2—4年：那张复查单后来接上了新的记录。；症状回来时预约仍在，不必重新从零说明。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:health"}]	无	健康照护	三代理混排复核完成；已发现项已修正
decision_114	decision_114_choice_3	decision	health	年龄 3—80；人物 []；门槛 {"all":[{"path":"health.status","op":"in","value":["monitoring","treating","recovering"]},{"path":"health.conditionSeverity","op":"gte","value":5}],"any":[],"none":[]}	这些检查，你打算怎么处理？	把报告收起，继续硬撑 → 你取消了复查提醒，照旧处理工作和家务。一次更重的不适让原来的安排全部停下。	[{"type":"tag","target":"history","value":"health:delayed"},{"type":"add","target":"agency","value":2},{"type":"healthIncident","target":"health","value":9,"condition":"delayedAssessment"},{"type":"add","target":"health.mental","value":-3},{"type":"add","target":"pressures.body","value":5},{"type":"add","target":"finance.cash","value":0}]	echo_114@3—5年：那张复查单后来接上了新的记录。；再次到医院时，缺失的观察记录只能重新补。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_115	decision_115_choice_1	decision	health	年龄 4—85；人物 []；门槛 {"all":[],"any":[],"none":[]}	治疗和生活，怎么同时顾？	停下部分安排，完成主要治疗 → 你和能协助的人停下部分日常安排，把最急的责任交给能接手的人，按疗程开始处理。	[{"type":"tag","target":"history","value":"health:treated"},{"type":"add","target":"agency","value":4},{"type":"healthRecovery","target":"health","value":16,"resolve":false},{"type":"add","target":"health.mental","value":3},{"type":"add","target":"pressures.body","value":-5},{"type":"add","target":"finance.cash","value":-9000}]	echo_115@1—3年：那次是否按计划治疗，后来反映在身体和日历上。；康复评估开始时，主要治疗记录是完整的。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:health"}]	boundary/resultVariant；准备“停下部分安排，完成主要治疗”时，“停下部分责任，完成主要治疗”要真的走得通，得先把愿意承担和不能接受的部分分别说清。；“停下部分责任，完成主要治疗”照样有代价，不过你的界线没有在点头时一起让出去。 你这次走的是“停下部分安排，完成主要治疗”。	健康照护	三代理混排复核完成；已发现项已修正
decision_115	decision_115_choice_2	decision	health	年龄 4—85；人物 []；门槛 {"all":[],"any":[],"none":[]}	治疗和生活，怎么同时顾？	保留必要生活，分段完成治疗 → 你把治疗拆进每周安排，提前圈出被占用的时段。恢复慢一些，方案没有中断。	[{"type":"tag","target":"history","value":"health:adapted"},{"type":"add","target":"agency","value":3},{"type":"healthRecovery","target":"health","value":11,"resolve":false},{"type":"add","target":"health.mental","value":1},{"type":"add","target":"pressures.body","value":-2},{"type":"add","target":"finance.cash","value":-5000}]	echo_115@2—4年：那次是否按计划治疗，后来反映在身体和日历上。；复诊时每次调整都有前一次记录可查。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:health"}]	无	健康照护	三代理混排复核完成；已发现项已修正
decision_115	decision_115_choice_3	decision	health	年龄 4—85；人物 []；门槛 {"all":[],"any":[],"none":[]}	治疗和生活，怎么同时顾？	继续拖延，只处理最痛的症状 → 你两次取消门诊，只在难以忍受时临时用药。急诊那天，原来的日常安排全部停了下来。	[{"type":"tag","target":"history","value":"health:worsened"},{"type":"add","target":"agency","value":2},{"type":"healthIncident","target":"health","value":14,"condition":"treatmentDelay"},{"type":"add","target":"health.mental","value":-4},{"type":"add","target":"pressures.body","value":7},{"type":"add","target":"finance.cash","value":-2000}]	echo_115@3—5年：那次是否按计划治疗，后来反映在身体和日历上。；后续方案不得不先处理拖延造成的新问题。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	健康照护	三代理混排复核完成；已发现项已修正
decision_116	decision_116_choice_1	decision	health	年龄 6—90；人物 []；门槛 {"all":[],"any":[],"none":[]}	康复从哪件事开始？	按评定做训练并持续复诊 → 你从一件具体动作开始，每周记录能否独立完成。训练量按身体反应调整。	[{"type":"tag","target":"history","value":"health:rehabilitated"},{"type":"add","target":"agency","value":4},{"type":"healthRecovery","target":"health","value":18,"resolve":false},{"type":"add","target":"health.mental","value":4},{"type":"add","target":"pressures.body","value":-6},{"type":"add","target":"finance.cash","value":-6000}]	echo_116@1—3年：那段康复训练后来留下了实际差别。；几个月后，能自己完成的事情一点点多回来。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:health"}]	resilience/riskShift；准备“按评定做训练并持续复诊”时，这次多了一步准备：先给最坏的结果留一条还能继续的路。；结果仍不确定；这一下没有堵死后面的路。 你这次走的是“按评定做训练并持续复诊”。	无	三代理混排复核完成；已发现项已修正
decision_116	decision_116_choice_2	decision	health	年龄 6—90；人物 []；门槛 {"all":[],"any":[],"none":[]}	康复从哪件事开始？	先用辅助工具稳住生活 → 你接受扶手和辅助器具，不再把借助工具当成失败。日常先恢复了安全。	[{"type":"tag","target":"history","value":"health:assisted"},{"type":"add","target":"agency","value":3},{"type":"healthRecovery","target":"health","value":12,"resolve":false},{"type":"add","target":"health.mental","value":2},{"type":"add","target":"pressures.body","value":-3},{"type":"add","target":"finance.cash","value":-4000}]	echo_116@2—4年：那段康复训练后来留下了实际差别。；生活稳定后，训练也有了继续推进的体力。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_116	decision_116_choice_3	decision	health	年龄 6—90；人物 []；门槛 {"all":[],"any":[],"none":[]}	康复从哪件事开始？	拒绝评定，只靠自己硬撑 → 你取消康复复诊，疼的时候也不肯停。一次跌倒把原本能恢复的进度推回去。	[{"type":"tag","target":"history","value":"health:setback"},{"type":"add","target":"agency","value":2},{"type":"healthIncident","target":"health","value":12,"condition":"rehabSetback"},{"type":"add","target":"health.mental","value":-4},{"type":"add","target":"pressures.body","value":7},{"type":"add","target":"finance.cash","value":-1000}]	echo_116@3—5年：那段康复训练后来留下了实际差别。；重新评估时，目标不得不从更基础的动作开始。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_117	decision_117_choice_1	decision	health	年龄 8—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	从今天起，身体这件事怎么过？	好了。以后定期查查就行 → 最后一次复诊。医生说当前的问题不用继续治了——以后常规检查就行。	[{"type":"tag","target":"history","value":"health:cured"},{"type":"add","target":"agency","value":4},{"type":"healthRecovery","target":"health","value":30,"resolve":true},{"type":"add","target":"health.mental","value":5},{"type":"add","target":"pressures.body","value":-6},{"type":"add","target":"finance.cash","value":-2000}]	echo_117@1—3年：病历合上的时候，你知道以后每天早上先做什么了。；病过去了。身体和从前不完全一样，但已经不用围着医院转了。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:health"}]	healthLiteracy/riskShift；准备“好了。以后定期查查就行”时，动手以前，你决定把身体反应和该问医生的事记下来，再看要不要“好了。以后定期查查就行”。；结果落定时，身体的信号被带进了决定里。 你这次走的是“好了。以后定期查查就行”。	职业资产	三代理混排复核完成；已发现项已修正
decision_117	decision_117_choice_2	decision	health	年龄 8—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	从今天起，身体这件事怎么过？	断不了根。但能管住 → 以后得一直盯着。生活不用为它停，但它也不会自己走。	[{"type":"tag","target":"history","value":"health:managed"},{"type":"add","target":"agency","value":3},{"type":"healthRecovery","target":"health","value":16,"resolve":false},{"type":"add","target":"health.mental","value":2},{"type":"add","target":"pressures.body","value":-3},{"type":"add","target":"finance.cash","value":-1800},{"type":"set","target":"health.status","value":"managed"}]	echo_117@2—4年：病历合上的时候，你知道以后每天早上先做什么了。；日子继续过。多了些麻烦，但没乱。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_117	decision_117_choice_3	decision	health	年龄 8—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	从今天起，身体这件事怎么过？	认了。能保住多少算多少 → 有些东西确实恢复不了了。你开始重新安排日常——把还能做的和已经不行的分开。	[{"type":"tag","target":"history","value":"health:limited"},{"type":"add","target":"agency","value":2},{"type":"healthRecovery","target":"health","value":8,"resolve":false},{"type":"add","target":"health.mental","value":0},{"type":"add","target":"pressures.body","value":2},{"type":"add","target":"finance.cash","value":-5000},{"type":"set","target":"health.status","value":"limited"},{"type":"set","target":"health.disability","value":"persistent"}]	echo_117@3—5年：病历合上的时候，你知道以后每天早上先做什么了。；生活比以前小了，但不是停了。能做的那部分，你慢慢找到了新的办法。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_117	decision_117_choice_4	decision	health	年龄 8—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	从今天起，身体这件事怎么过？	先停一停。太累了 → 你跟医生说眼下不想再追新的方案了。医生把复诊方式和要注意的信号写给了你。	[{"type":"tag","target":"history","value":"health:treatment_exit"},{"type":"add","target":"agency","value":1},{"type":"healthIncident","target":"health","value":5,"condition":"treatmentExit"},{"type":"add","target":"health.mental","value":-2},{"type":"add","target":"pressures.body","value":4},{"type":"add","target":"finance.cash","value":0},{"type":"set","target":"health.status","value":"treating"}]	echo_117@4—6年：病历合上的时候，你知道以后每天早上先做什么了。；复诊的联系方式收在抽屉里。没扔。眼下是不想再去了——没说永远不去。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	职业资产	三代理混排复核完成；已发现项已修正
decision_118	decision_118_choice_1	decision	health	年龄 12—90；人物 []；门槛 {"all":[],"any":[{"path":"health.status","op":"eq","value":"limited"},{"path":"health.conditionSeverity","op":"gte","value":35},{"path":"health.disability","op":"neq","value":"none"}],"none":[]}	有些东西回不来了。越早面对，能留住的越多。	尽快评估康复 → 你做完评估，训练从最具体的一件事开始。	[{"type":"tag","target":"history","value":"health:deliberate"},{"type":"add","target":"agency","value":4},{"type":"healthRecovery","target":"health","value":17,"resolve":false},{"type":"add","target":"health.mental","value":3},{"type":"add","target":"pressures.body","value":-5},{"type":"add","target":"finance.cash","value":-8000}]	echo_118@1—3年：那次功能评估后来决定了康复起点。；恢复没有回到从前，却超过了最初的保守预估。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:health"}]	healthLiteracy/riskShift；准备“尽快评估康复”时，这次多做了一层准备：把身体反应和该问医生的事记下来。；回头看这一步，身体的信号被带进了决定里。 你这次走的是“尽快评估康复”。	职业资产	三代理混排复核完成；已发现项已修正
decision_118	decision_118_choice_2	decision	health	年龄 12—90；人物 []；门槛 {"all":[],"any":[{"path":"health.status","op":"eq","value":"limited"},{"path":"health.conditionSeverity","op":"gte","value":35},{"path":"health.disability","op":"neq","value":"none"}],"none":[]}	有些东西回不来了。越早面对，能留住的越多。	先用工具适应 → 你装上扶手和辅助设备，让日常先能继续。	[{"type":"tag","target":"history","value":"health:negotiated"},{"type":"add","target":"agency","value":3},{"type":"healthRecovery","target":"health","value":9,"resolve":false},{"type":"add","target":"health.mental","value":1},{"type":"add","target":"pressures.body","value":-2},{"type":"add","target":"finance.cash","value":-3000}]	echo_118@2—4年：那次功能评估后来决定了康复起点。；工具留了下来，也为后续康复争取了体力。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_118	decision_118_choice_3	decision	health	年龄 12—90；人物 []；门槛 {"all":[],"any":[{"path":"health.status","op":"eq","value":"limited"},{"path":"health.conditionSeverity","op":"gte","value":35},{"path":"health.disability","op":"neq","value":"none"}],"none":[]}	有些东西回不来了。越早面对，能留住的越多。	拒绝评估硬撑 → 你不愿留下诊断记录，照旧独自处理。	[{"type":"tag","target":"history","value":"health:risk"},{"type":"add","target":"agency","value":2},{"type":"healthIncident","target":"health","value":12,"condition":"limitation"},{"type":"add","target":"health.mental","value":-3},{"type":"add","target":"pressures.body","value":6},{"type":"add","target":"finance.cash","value":0},{"type":"set","target":"health.disability","value":"persistent"},{"type":"set","target":"health.status","value":"limited"}]	echo_118@3—5年：那次功能评估后来决定了康复起点。；限制慢慢固定，原本能训练的窗口也缩小了。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	无	三代理混排复核完成；已发现项已修正
decision_119	decision_119_choice_1	decision	health	年龄 16—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	照护把家里人都拖住了。钱在往外走，能帮忙的都帮过了。	花钱请专业的人来 → 你咬牙请了专业照护。贵。但晚上终于有人替你盯那几小时。	[{"type":"tag","target":"history","value":"health:deliberate"},{"type":"add","target":"agency","value":4},{"type":"healthRecovery","target":"health","value":15,"resolve":false},{"type":"add","target":"health.mental","value":3},{"type":"add","target":"pressures.body","value":-5},{"type":"add","target":"finance.cash","value":-8000}]	echo_119@1—3年：那份照护安排后来经受了真实消耗。；账单不少，身体倒是明显好起来了——不用再等家里人下班赶过来。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:health"}]	careSkill/resultVariant；准备“花钱请专业的人来”时，眼前仍要你自己选；牌能帮的，是顾到每天真正需要被照看的地方。；这次仍要由你承担后果；需要照看的日常没有被一句承诺带过。 你这次走的是“花钱请专业的人来”。	健康照护	三代理混排复核完成；已发现项已修正
decision_119	decision_119_choice_2	decision	health	年龄 16—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	照护把家里人都拖住了。钱在往外走，能帮忙的都帮过了。	让家里能来的人再撑一撑 → 你把能帮忙的人又找了一遍——陪诊的、取药的、晚上陪着的，都答应了。你也知道大家还有自己的日子。	[{"type":"tag","target":"history","value":"health:negotiated"},{"type":"add","target":"agency","value":3},{"type":"healthRecovery","target":"health","value":9,"resolve":false},{"type":"add","target":"health.mental","value":1},{"type":"add","target":"pressures.body","value":-2},{"type":"add","target":"finance.cash","value":-3000}]	echo_119@2—4年：那份照护安排后来经受了真实消耗。；撑了一阵。后来有人开始顾不过来了，但总归有人在。事没断。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:health"}]	无	健康照护	三代理混排复核完成；已发现项已修正
decision_119	decision_119_choice_3	decision	health	年龄 16—95；人物 []；门槛 {"all":[],"any":[],"none":[]}	照护把家里人都拖住了。钱在往外走，能帮忙的都帮过了。	算了。不想再拖累任何人了 → 你没再找人。能自己做的自己做，做不了的先放着。有人问起，你说还行。	[{"type":"tag","target":"history","value":"health:risk"},{"type":"add","target":"agency","value":2},{"type":"healthIncident","target":"health","value":10,"condition":"limitation"},{"type":"add","target":"health.mental","value":-3},{"type":"add","target":"pressures.body","value":6},{"type":"add","target":"finance.cash","value":0}]	echo_119@3—5年：那份照护安排后来经受了真实消耗。；身体替你回答了那句"还行"——情况往下走了一截。以后再想恢复，要花的力气更大了。；效果 [{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"echo:health"}]	无	健康照护	三代理混排复核完成；已发现项已修正
